Reference,DOI,Year,Class,Formula,Parsed_Formula_SiteA1,Parsed_Formula_nSiteA1,Parsed_Formula_SiteA2,Parsed_Formula_nSiteA2,Parsed_Formula_SiteA3,Parsed_Formula_nSiteA3,Parsed_Formula_SiteB1,Parsed_Formula_nSiteB1,Parsed_Formula_SiteB2,Parsed_Formula_nSiteB2,Parsed_Formula_SiteB3,Parsed_Formula_nSiteB3,Parsed_Formula_SiteC1,Parsed_Formula_nSiteC1,Parsed_Formula_SiteC2,Parsed_Formula_nSiteC2,Parsed_Formula_O,Parsed_Formula_nO,Ea,A,EaHT,AHT,T*,Type_of_conductivity,Measurement_temperature_range,Measurement,Source,Plot type
"Sakuda et al., J. Ceram. Soc. Jpn. 130, 442 (2022).",10.2109/jcersj2.130.P7-1,2022,"Perovskite-related, hexagonal",Ba7Nb3.75Cr0.25MoO20.125,Ba,7,,,,,Nb,3.75,Cr,0.25,Mo,1,,,,,O,20.125,628.2912478,8067.031254,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Sakuda et al., J. Ceram. Soc. Jpn. 130, 442 (2022).",10.2109/jcersj2.130.P7-1,2022,"Perovskite-related, hexagonal",Ba7Nb3.7Cr0.3MoO20.15,Ba,7,,,,,Nb,3.7,Cr,0.3,Mo,1,,,,,O,20.15,577.1361742,5822.094128,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Sakuda et al., J. Ceram. Soc. Jpn. 130, 442 (2022).",10.2109/jcersj2.130.P7-1,2022,"Perovskite-related, hexagonal",Ba7Nb3.65Cr0.35MoO20.175,Ba,7,,,,,Nb,3.65,Cr,0.35,Mo,1,,,,,O,20.175,572.1073646,4117.691047,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Murakami et al., Small 18, 2106785 (2022).",10.1002/smll.202106785,2022,"Perovskite-related, hexagonal",Ba7Ta3.8Mo1.2O20.1,Ba,7,,,,,Ta,3.8,Mo,1.2,,,,,,,O,20.1,604.8423049,11886.54206,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Murakami et al., Small 18, 2106785 (2022).",10.1002/smll.202106785,2022,"Perovskite-related, hexagonal",Ba7Ta3.7Mo1.3O20.15,Ba,7,,,,,Ta,3.7,Mo,1.3,,,,,,,O,20.15,645.725739,26197.8294,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Murakami et al., Small 18, 2106785 (2022).",10.1002/smll.202106785,2022,"Perovskite-related, hexagonal",Ba7Ta3.5Mo1.5O20.25,Ba,7,,,,,Ta,3.5,Mo,1.5,,,,,,,O,20.25,686.4046329,39481.48672,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Murakami et al., Small 18, 2106785 (2022).",10.1002/smll.202106785,2022,"Perovskite-related, hexagonal",Ba7Ta3.3Mo1.7O20.35,Ba,7,,,,,Ta,3.3,Mo,1.7,,,,,,,O,20.35,768.1236867,85428.3066,,,,total,673 - 1173 K,DC,Fig. 2(a),log sigma-1000/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.886792Sc0.113208O1.9434,Zr,0.886792,Sc,0.113208,,,,,,,,,,,,,O,1.9434,848.095,364071,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.851852Sc0.148148O1.92593,Zr,0.851852,Sc,0.148148,,,,,,,,,,,,,O,1.92593,769.095,357002,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.818182Sc0.181818O1.90909,Zr,0.818182,Sc,0.181818,,,,,,,,,,,,,O,1.90909,756.095,319534,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.785714Sc0.214286O1.89286,Zr,0.785714,Sc,0.214286,,,,,,,,,,,,,O,1.89286,875.095,742281,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.724138Sc0.275862O1.86207,Zr,0.724138,Sc,0.275862,,,,,,,,,,,,,O,1.86207,1483.68,7041480,826.739,342284,1223,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.666667Sc0.333333O1.83333,Zr,0.666667,Sc,0.333333,,,,,,,,,,,,,O,1.83333,1199.4,1382870,963.919,958844,1423,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.612903Sc0.387097O1.80645,Zr,0.612903,Sc,0.387097,,,,,,,,,,,,,O,1.80645,1491.09,8907370,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.886792Yb0.113208O1.9434,Zr,0.886792,Yb,0.113208,,,,,,,,,,,,,O,1.9434,962.095,294085,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.851852Yb0.148148O1.92593,Zr,0.851852,Yb,0.148148,,,,,,,,,,,,,O,1.92593,862.095,294791,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.818182Yb0.181818O1.90909,Zr,0.818182,Yb,0.181818,,,,,,,,,,,,,O,1.90909,960.095,919014,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.785714Yb0.214286O1.89286,Zr,0.785714,Yb,0.214286,,,,,,,,,,,,,O,1.89286,1036.09,1438610,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.724138Yb0.275862O1.86207,Zr,0.724138,Yb,0.275862,,,,,,,,,,,,,O,1.86207,1242.09,4135560,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.666667Yb0.333333O1.83333,Zr,0.666667,Yb,0.333333,,,,,,,,,,,,,O,1.83333,1330.09,4948540,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.612903Yb0.387097O1.80645,Zr,0.612903,Yb,0.387097,,,,,,,,,,,,,O,1.80645,1411.09,6963300,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.886792Y0.113208O1.9434,Zr,0.886792,Y,0.113208,,,,,,,,,,,,,O,1.9434,898.095,431230,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.851852Y0.148148O1.92593,Zr,0.851852,Y,0.148148,,,,,,,,,,,,,O,1.92593,849.095,304689,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.818182Y0.181818O1.90909,Zr,0.818182,Y,0.181818,,,,,,,,,,,,,O,1.90909,977.095,1092210,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.785714Y0.214286O1.89286,Zr,0.785714,Y,0.214286,,,,,,,,,,,,,O,1.89286,1127.09,1986480,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.724138Y0.275862O1.86207,Zr,0.724138,Y,0.275862,,,,,,,,,,,,,O,1.86207,1317.09,7599540,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.666667Y0.333333O1.83333,Zr,0.666667,Y,0.333333,,,,,,,,,,,,,O,1.83333,1377.09,6468450,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.612903Y0.387097O1.80645,Zr,0.612903,Y,0.387097,,,,,,,,,,,,,O,1.80645,1293.09,2852480,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.886792Sm0.113208O1.9434,Zr,0.886792,Sm,0.113208,,,,,,,,,,,,,O,1.9434,980.095,343570,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.851852Sm0.148148O1.92593,Zr,0.851852,Sm,0.148148,,,,,,,,,,,,,O,1.92593,1094.09,508992,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.818182Sm0.181818O1.90909,Zr,0.818182,Sm,0.181818,,,,,,,,,,,,,O,1.90909,1066.09,1237130,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.785714Sm0.214286O1.89286,Zr,0.785714,Sm,0.214286,,,,,,,,,,,,,O,1.89286,1083.09,897806,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.724138Sm0.275862O1.86207,Zr,0.724138,Sm,0.275862,,,,,,,,,,,,,O,1.86207,1241.09,2470730,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.666667Sm0.333333O1.83333,Zr,0.666667,Sm,0.333333,,,,,,,,,,,,,O,1.83333,1295.09,2092520,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Strickler & Carlson, J. Am. Ceram. Soc. 48, 286 (1965).",10.1111/j.1151-2916.1965.tb14742.x,1965,Fluorites,Zr0.612903Sm0.387097O1.80645,Zr,0.612903,Sm,0.387097,,,,,,,,,,,,,O,1.80645,1231.09,1226530,,,,"(not clearly mentioned, probably total)",1073 - 1573 K,AC,Table 2,ln sigma-1/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,Fluorites,Zr0.889Y0.222O2.111,Zr,0.889,Y,0.222,,,,,,,,,,,,,O,2.111,1118.619228,3899691.975,,,,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,Fluorites,Zr0.75565Y0.2487Bi0.24O2.24435,Zr,0.75565,Y,0.2487,Bi,0.24,,,,,,,,,,,O,2.24435,1066.736196,3302099.198,,,,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,Fluorites,Zr0.6223Y0.2754Bi0.48O2.3777,Zr,0.6223,Y,0.2754,Bi,0.48,,,,,,,,,,,O,2.3777,1212.376499,230394105.1,713.9391758,228437.4886,923,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Mori et al., Solid State Ion. 74, 157 (1994).",10.1016/0167-2738(94)90206-2,1994,Fluorites,Zr0.750877Y0.249123O1.87544,Zr,0.750877,Y,0.249123,,,,,,,,,,,,,O,1.87544,963.2544386,1642741.576,,,,total,650 - 1250 K,AC,Fig. 7,log sigma-1000/T
"Mori et al., Solid State Ion. 74, 157 (1994).",10.1016/0167-2738(94)90206-2,1994,Fluorites,Zr0.623506Y0.212956Al0.163537O1.81175,Zr,0.623506,Y,0.212956,Al,0.163537,,,,,,,,,,,O,1.81175,992.6111276,1658432.771,,,,total,650 - 1250 K,AC,Fig. 7,log sigma-1000/T
"Mori et al., Solid State Ion. 74, 157 (1994).",10.1016/0167-2738(94)90206-2,1994,Fluorites,Zr0.519836Y0.172086Al0.308079O1.75992,Zr,0.519836,Y,0.172086,Al,0.308079,,,,,,,,,,,O,1.75992,1011.9922,1656664.38,,,,total,650 - 1250 K,AC,Fig. 7,log sigma-1000/T
"Mori et al., Solid State Ion. 74, 157 (1994).",10.1016/0167-2738(94)90206-2,1994,Fluorites,Zr0.423299Y0.141076Al0.435625O1.71165,Zr,0.423299,Y,0.141076,Al,0.435625,,,,,,,,,,,O,1.71165,1026.421655,1322428.339,,,,total,650 - 1250 K,AC,Fig. 7,log sigma-1000/T
"Steele, Solid State Ion. 95, 129 (2000).",10.1016/S0167-2738(99)00319-7,2000,Fluorites,Ce0.9Gd0.1O1.95,Ce,0.9,Gd,0.1,,,,,,,,,,,,,O,1.95,640,109000,,,,total,773 - 973 K,AC,Table 1,ln sigmaT-1/T
"Steele, Solid State Ion. 95, 129 (2000).",10.1016/S0167-2738(99)00319-7,2000,Fluorites,Ce0.9Sm0.1O1.95,Ce,0.9,Sm,0.1,,,,,,,,,,,,,O,1.95,660,50800,,,,total,773 - 973 K,AC,Table 1,ln sigmaT-1/T
"Steele, Solid State Ion. 95, 129 (2000).",10.1016/S0167-2738(99)00319-7,2000,Fluorites,Ce0.887Y0.113O1.9435,Ce,0.887,Y,0.113,,,,,,,,,,,,,O,1.9435,870,3160000,,,,total,773 - 973 K,AC,Table 1,ln sigmaT-1/T
"Steele, Solid State Ion. 95, 129 (2000).",10.1016/S0167-2738(99)00319-7,2000,Fluorites,Ce0.8Gd0.2O1.9,Ce,0.8,Gd,0.2,,,,,,,,,,,,,O,1.9,780,500000,,,,total,773 - 973 K,AC,Table 1,ln sigmaT-1/T
"Kharton et al., J. Mater. Sci. 36, 1105 (2001).",10.1023/A:1004817506146,2001,Fluorites,Ce0.8Gd0.2O1.9,Ce,0.8,Gd,0.2,,,,,,,,,,,,,O,1.9,696.6949332,176041.763,,,,total,773 - 973 K,AC,Table 1,ln sigmaT-1/T
"Takahashi et al., J. Appl. Electrochem. 5, 187 (1975).",10.1007/BF01637268,1975,d-Bi2O3,Bi1.34Y0.66O3,Bi,1.34,Y,0.66,,,,,,,,,,,,,O,3,1174.354943,85080804.11,,,,total,673 - 1073 K,AC,Fig. 3,log sigma-1000/T
"Takahashi et al., J. Appl. Electrochem. 5, 187 (1975).",10.1007/BF01637268,1975,d-Bi2O3,Bi1.15Y0.85O3,Bi,1.15,Y,0.85,,,,,,,,,,,,,O,3,1237.14093,44624034.33,,,,total,673 - 1073 K,AC,Fig. 3,log sigma-1000/T
"Takahashi et al., J. Appl. Electrochem. 5, 187 (1975).",10.1007/BF01637268,1975,d-Bi2O3,BiYO3,Bi,1,Y,1,,,,,,,,,,,,,O,3,1375.535702,41472087.32,,,,total,673 - 1073 K,AC,Fig. 3,log sigma-1000/T
"Takahashi et al., J. Appl. Electrochem. 5, 187 (1975).",10.1007/BF01637268,1975,d-Bi2O3,Bi0.8Y1.2O3,Bi,0.8,Y,1.2,,,,,,,,,,,,,O,3,1407.329451,6372695.843,,,,"(not clearly mentioned, probably total)",673 - 1073 K,AC,Fig. 3,log sigma-1000/T
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.6Sr0.2O2.6,Bi,1.6,Sr,0.2,,,,,,,,,,,,,O,2.6,849.7818274,1735761.96,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.5Y0.5O3,Bi,1.5,Y,0.5,,,,,,,,,,,,,O,3,745.4604288,860089.7502,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.3Gd0.7O3,Bi,1.3,Gd,0.7,,,,,,,,,,,,,O,3,950.3398355,5253870.057,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.7Nb0.3O3.3,Bi,1.7,Nb,0.3,,,,,,,,,,,,,O,3.3,851.4833806,3466205.542,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.6Ta0.4O3.4,Bi,1.6,Ta,0.4,,,,,,,,,,,,,O,3.4,623.8945056,36274.29073,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.56Mo0.22O3,Bi,1.56,Mo,0.22,,,,,,,,,,,,,O,3,837.707067,584057.1961,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Takahashi & Iwahara, Mat. Res. Bull. 13, 1447 (1978).",10.1016/0025-5408(78)90138-1,1978,d-Bi2O3,Bi1.56W0.22O3,Bi,1.56,W,0.22,,,,,,,,,,,,,O,3,628.047532,97970.43706,,,,"(not clearly mentioned, probably total)",773 - 1153 K,AC,Table 1,-
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.6Er0.4O3,Bi,1.6,Er,0.4,,,,,,,,,,,,,O,3,1185.185504,74456906704,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.5Er0.5O3,Bi,1.5,Er,0.5,,,,,,,,,,,,,O,3,1224.50853,59120375218,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.4Er0.6O3,Bi,1.4,Er,0.6,,,,,,,,,,,,,O,3,1169.133578,12632250006,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.3Er0.7O3,Bi,1.3,Er,0.7,,,,,,,,,,,,,O,3,1204.131788,9875757149,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.2Er0.8O3,Bi,1.2,Er,0.8,,,,,,,,,,,,,O,3,1210.570789,2397685218,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi1.09Er0.91O3,Bi,1.09,Er,0.91,,,,,,,,,,,,,O,3,1285.955018,4547403379,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,BiErO3,Bi,1,Er,1,,,,,,,,,,,,,O,3,1314.693571,4289202808,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk et al., J. Appl. Electrochem. 10, 81 (1980).",10.1007/BF00937342,1980,d-Bi2O3,Bi0.8Er1.2O3,Bi,0.8,Er,1.2,,,,,,,,,,,,,O,3,1354.079595,4491735089,,,,"(not clearly mentioned, probably total)",773 - 1273 K,two-probe AC,Fig. 5,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi1.5Dy0.5O3,Bi,1.5,Dy,0.5,,,,,,,,,,,,,O,3,1047.501328,7824526157,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi1.43Dy0.57O3,Bi,1.43,Dy,0.57,,,,,,,,,,,,,O,3,1085.526271,5149626700,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi1.3Dy0.7O3,Bi,1.3,Dy,0.7,,,,,,,,,,,,,O,3,1075.647616,2280865352,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi1.2Dy0.8O3,Bi,1.2,Dy,0.8,,,,,,,,,,,,,O,3,1179.885833,5033801707,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi1.1Dy0.9O3,Bi,1.1,Dy,0.9,,,,,,,,,,,,,O,3,1182.765543,2532934459,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,BiDyO3,Bi,1,Dy,1,,,,,,,,,,,,,O,3,1173.037932,1025264687,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Verkerk & Burggraaf, Solid State Ion. 3, 463 (1981).",10.1016/0167-2738(81)90133-8,1981,d-Bi2O3,Bi0.8Dy1.2O3,Bi,0.8,Dy,1.2,,,,,,,,,,,,,O,3,1252.109843,319258857,,,,"(not clearly mentioned, probably total)",873 - 1273 K,two-probe AC,Fig. 1,log sigma-1000/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,d-Bi2O3,Bi1.12Zr0.2667Y0.3466O2.7333,Bi,1.12,Zr,0.2667,Y,0.3466,,,,,,,,,,,O,2.7333,1233.644125,1288061538,696.9782336,760564.3107,923,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,d-Bi2O3,Bi1.44Zr0.0889Y0.3822O2.9111,Bi,1.44,Zr,0.0889,Y,0.3822,,,,,,,,,,,O,2.9111,1189.083883,1085623308,584.2177075,262990.9245,923,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Miyayama et al. J. Mater. Sci. 22, 2624 (1987).",10.1007/BF01082154,1987,d-Bi2O3,Bi1.6Y0.4O3,Bi,1.6,Y,0.4,,,,,,,,,,,,,O,3,1216.212321,2629117338,549.5053703,239560.4936,923,total,620 - 1080 K,AC,Fig. 4,log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Pr0.105V0.045O1.545,Bi,0.85,Pr,0.105,V,0.045,,,,,,,,,,,O,1.545,815.1820762,8062184.045,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85La0.105V0.045O1.545,Bi,0.85,La,0.105,V,0.045,,,,,,,,,,,O,1.545,855.8111291,11669246.89,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Sm0.105V0.045O1.545,Bi,0.85,Sm,0.105,V,0.045,,,,,,,,,,,O,1.545,828.9331846,5921727.164,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
"Benkaddour et al., J. Solid State Chem. 163, 300 (2002).",10.1006/jssc.2001.9414,2002,d-Bi2O3,Bi0.85Gd0.105V0.045O1.545,Bi,0.85,Gd,0.105,V,0.045,,,,,,,,,,,O,1.545,874.9757651,8699567.765,,,,"(not clearly mentioned, probably total)",600 - 1160 K,AC,Fig. 5(a),log sigma-1000/T
